"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"121","Southeast Airlines Co.","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"122","FlyFast Airways Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"123","Northwest Business Airlines Inc.","71+","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"124","Sigma Airlines Inc.","47-58","Female","Silver","0","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"125","Oursin Airlines Inc.","<24","Female","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"126","Cheapseats Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"127","FlyHere Airways","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"128","Cheapseats Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"129","Northwest Business Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"130","Southeast Airlines Co.","36-46","Male","Platinum","1","<-0.75","Business travel","1+","Eco","38+","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","1"
"131","Sigma Airlines Inc.","47-58","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"132","Oursin Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"133","Oursin Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"134","Cheapseats Airlines Inc.","25-35","Male","Blue","1","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"135","Paul Smith Airlines Inc.","25-35","Female","Silver","1","0.3768+","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"136","Northwest Business Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"137","Northwest Business Airlines Inc.","25-35","Female","Blue","3","0.059 to 0.3768","Mileage tickets","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"138","Cheapseats Airlines Inc.","36-46","Female","Gold","1","0.059 to 0.3768","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"139","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.3768+","Personal Travel","1","Eco Plus","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"140","Oursin Airlines Inc.","25-35","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"141","Northwest Business Airlines Inc.","<24","Male","Blue","2","<-0.75","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"142","Cheapseats Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"143","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"144","FlyHere Airways","57-71","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"145","OnlyJets Airlines Inc.","71+","Male","Silver","2","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"146","Sigma Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"147","Sigma Airlines Inc.","57-71","Male","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"148","Northwest Business Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"149","Cheapseats Airlines Inc.","71+","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"150","FlyFast Airways Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"151","OnlyJets Airlines Inc.","36-46","Female","Platinum","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"152","Paul Smith Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"153","Sigma Airlines Inc.","36-46","Female","Silver","1","<-0.75","Personal Travel","1+","Eco","26-38","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"154","Southeast Airlines Co.","25-35","Female","Gold","2","0.059 to 0.3768","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"155","Paul Smith Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"156","FlyFast Airways Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"157","Southeast Airlines Co.","25-35","Female","Silver","2","0.3768+","Mileage tickets","1+","Eco","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"158","Southeast Airlines Co.","36-46","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"159","Oursin Airlines Inc.","47-58","Female","Blue","3","<-0.75","Business travel","0","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"160","Southeast Airlines Co.","36-46","Female","Blue","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"161","Northwest Business Airlines Inc.","36-46","Female","Silver","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"162","Paul Smith Airlines Inc.","47-58","Male","Gold","2","<-0.75","Business travel","1","Business","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"163","FlyFast Airways Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco Plus","38+","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"164","Oursin Airlines Inc.","71+","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"165","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"166","Sigma Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"167","Northwest Business Airlines Inc.","57-71","Female","Silver","1","<-0.75","Mileage tickets","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"168","OnlyJets Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"169","Southeast Airlines Co.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"170","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"171","Sigma Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","0"
"172","Sigma Airlines Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"173","Northwest Business Airlines Inc.","36-46","Male","Silver","1","<-0.75","Personal Travel","0","Eco","13-25","20 MINS TO 60 MINS","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"174","Cheapseats Airlines Inc.","47-58","Male","Gold","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"175","Northwest Business Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"176","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"177","Sigma Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"178","FlyFast Airways Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"179","FlyFast Airways Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"180","Oursin Airlines Inc.","<24","Male","Blue","2","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"181","Sigma Airlines Inc.","<24","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"182","Cheapseats Airlines Inc.","71+","Female","Blue","2","<-0.75","Personal Travel","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"183","OnlyJets Airlines Inc.","36-46","Male","Platinum","1","<-0.75","Business travel","1+","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"184","FlyToSun Airlines Inc.","25-35","Female","Silver","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"185","EnjoyFlying Air Services","47-58","Female","Silver","1","0.3768+","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"186","Sigma Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"187","Cheapseats Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"188","FlyHere Airways","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"189","Sigma Airlines Inc.","<24","Male","Blue","1","0.3768+","Personal Travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"190","Cheapseats Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"191","Southeast Airlines Co.","36-46","Male","Silver","1","-0.451 to 0.0588","Mileage tickets","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"192","Cool&Young Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"193","Northwest Business Airlines Inc.","36-46","Male","Silver","0","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"194","Southeast Airlines Co.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"195","Paul Smith Airlines Inc.","36-46","Male","Platinum","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"196","EnjoyFlying Air Services","<24","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"197","FlyFast Airways Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"198","West Airways Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"199","Southeast Airlines Co.","36-46","Male","Gold","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"200","Cheapseats Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"201","Cheapseats Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","0"
"202","Northwest Business Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","38+","20 MINS TO 60 MINS","180+ Minutes","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"203","OnlyJets Airlines Inc.","25-35","Male","Silver","1","<-0.75","Business travel","1+","Eco","38+","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"204","Sigma Airlines Inc.","36-46","Female","Blue","2","0.3768+","Personal Travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"205","Cheapseats Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"206","Cheapseats Airlines Inc.","25-35","Male","Platinum","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"207","Paul Smith Airlines Inc.","57-71","Male","Blue","2","<-0.75","Mileage tickets","0","Eco","13-25","10 MINS TO 20 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"208","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco Plus","6-12","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"209","FlyFast Airways Inc.","25-35","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"210","GoingNorth Airlines Inc.","36-46","Female","Blue","2","0.3768+","Business travel","0","Eco","<6","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"211","Southeast Airlines Co.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco Plus","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"212","Cheapseats Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"213","Northwest Business Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"214","Cheapseats Airlines Inc.","36-46","Female","Blue","3","0.3768+","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"215","Cheapseats Airlines Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"216","OnlyJets Airlines Inc.","36-46","Female","Silver","1","0.3768+","Personal Travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"217","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"218","FlyToSun Airlines Inc.","47-58","Female","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"219","FlyToSun Airlines Inc.","71+","Male","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"220","Northwest Business Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"221","Sigma Airlines Inc.","36-46","Female","Silver","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"222","Northwest Business Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"223","OnlyJets Airlines Inc.","36-46","Female","Blue","2","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
