"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"73","Miami, FL","Boston, MA","Blue","36-46","Male","1",2004,"13-25","<-0.75","Business travel","1",60,45,"Eco",16,"3/16/14","AA","Paul Smith Airlines Inc.","Massachusetts","Florida",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-71.1407,42.3731,-80.2314,26.1756,NA
"74","San Jose, CA","Los Angeles, CA","Blue","57-71","Male","1",2008,"26-38","-0.451 to 0.0588","Personal Travel","0",10,25,"Eco",20,"3/20/14","VX","Cool&Young Airlines Inc.","California","California",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-121.9451,37.3298,NA
"75","Portland, OR","Atlanta, GA","Blue","57-71","Female","2",2011,"13-25","-0.451 to 0.0588","Personal Travel","0",0,10,"Eco",5,"3/5/14","DL","Sigma Airlines Inc.","Georgia","Oregon",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-84.3319,33.8241,-122.6511,45.5204,NA
"76","Chicago, IL","Pensacola, FL","Blue","25-35","Female","1",2003,"26-38","-0.451 to 0.0588","Business travel","1",0,120,"Eco Plus",29,"3/29/14","EV","FlyFast Airways Inc.","Florida","Illinois",11,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-87.2534,30.4853,-87.8954,41.8271,NA
"77","Houston, TX","Austin, TX","Blue","<24","Male","1",2005,"<6","0.3768+","Mileage tickets","1+",2,50,"Eco",23,"1/23/14","EV","FlyFast Airways Inc.","Texas","Texas",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-97.7615,30.3585,-95.3935,29.7843,NA
"78","Chico, CA","San Francisco, CA","Blue","<24","Female","3",2004,"26-38","-0.451 to 0.0588","Business travel","1+",0,15,"Eco",7,"1/7/14","OO","Northwest Business Airlines Inc.","California","California",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-122.1585,37.6712,-121.8437,39.7502,NA
"79","Minneapolis, MN","Chicago, IL","Blue","57-71","Female","1",2010,"13-25","<-0.75","Personal Travel","0",120,140,"Eco",17,"3/17/14","DL","Sigma Airlines Inc.","Illinois","Minnesota",9,"10 MINS TO 20 MINS","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-87.8954,41.8271,-93.2798,44.9782,NA
"80","San Jose, CA","Los Angeles, CA","Silver","47-58","Female","1",2009,"38+","-0.451 to 0.0588","Mileage tickets","0",80,45,"Eco",26,"1/26/14","VX","Cool&Young Airlines Inc.","California","California",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-118.1043,33.9827,-121.9451,37.3298,NA
"81","San Antonio, TX","Atlanta, GA","Blue","25-35","Male","1",2005,"6-12","-0.451 to 0.0588","Business travel","0",120,40,"Eco",21,"2/21/14","FL","FlyHere Airways","Georgia","Texas",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-98.4754,29.5144,NA
"82","Providence, RI","Charlotte, NC","Blue","36-46","Female","1",2003,"13-25","0.059 to 0.3768","Business travel","1+",55,110,"Eco",27,"1/27/14","US","Southeast Airlines Co.","North Carolina","Rhode Island",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-80.8158,35.2497,-71.3974,41.7763,NA
"83","Denver, CO","Seattle, WA","Silver","25-35","Female","1",2010,"13-25","0.059 to 0.3768","Business travel","1+",60,110,"Eco Plus",15,"3/15/14","WN","Cheapseats Airlines Inc.","Washington","Colorado",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-122.2747,47.4684,-104.9551,39.7108,NA
"84","Minneapolis, MN","Baltimore, MD","Gold","71+","Female","1",2012,"6-12","-0.451 to 0.0588","Personal Travel","0",120,125,"Eco Plus",14,"3/14/14","DL","Sigma Airlines Inc.","Maryland","Minnesota",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-76.6478,39.2341,-93.2798,44.9782,NA
"85","Los Angeles, CA","Yuma, AZ","Blue","25-35","Female","1",2003,"<6","0.3768+","Business travel","1+",0,30,"Eco",11,"1/11/14","OO","Northwest Business Airlines Inc.","Arizona","California",15,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-114.5683,32.6772,-118.1043,33.9827,NA
"86","Minneapolis, MN","Kansas City, MO","Blue","47-58","Female","1",2005,"26-38","-0.451 to 0.0588","Personal Travel","0",30,55,"Eco",20,"3/20/14","DL","Sigma Airlines Inc.","Missouri","Minnesota",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-94.5949,39.0398,-93.2798,44.9782,NA
"87","Lincoln, NE","Denver, CO","Blue","<24","Male","1",2005,"38+","-0.451 to 0.0588","Business travel","0",0,40,"Eco",24,"2/24/14","EV","FlyFast Airways Inc.","Colorado","Nebraska",9,"5 MINS TO 10 MINS","5 MINS TO 10 MINS","No","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-96.6804,40.8071,NA
"88","St. Louis, MO","Houston, TX","Blue","47-58","Male","1",2008,"13-25","-0.451 to 0.0588","Business travel","0",0,120,"Eco",19,"3/19/14","WN","Cheapseats Airlines Inc.","Texas","Missouri",20,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-95.3935,29.7843,-90.3409,38.6307,NA
"89","Atlanta, GA","Milwaukee, WI","Silver","47-58","Male","1",2004,"6-12","<-0.75","Business travel","0",0,105,"Eco",10,"3/10/14","DL","Sigma Airlines Inc.","Wisconsin","Georgia",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-88.1005,43.0557,-84.3319,33.8241,NA
"90","Richmond, VA","Charlotte, NC","Blue","47-58","Male","3",2008,"13-25","-0.451 to 0.0588","Personal Travel","0",0,30,"Eco",14,"1/14/14","US","Southeast Airlines Co.","North Carolina","Virginia",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-80.8158,35.2497,-77.488,37.4779,NA
"91","Philadelphia, PA","Atlanta, GA","Blue","25-35","Female","1",2011,"6-12","-0.451 to 0.0588","Business travel","0",0,75,"Eco",18,"2/18/14","US","Southeast Airlines Co.","Georgia","Pennsylvania",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-75.2984,39.9733,NA
"92","Charlotte, NC","Charleston, SC","Blue","36-46","Female","2",2008,"13-25","0.059 to 0.3768","Personal Travel","1+",40,100,"Eco",21,"1/21/14","US","Southeast Airlines Co.","South Carolina","North Carolina",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-80.0155,32.9023,-80.8158,35.2497,NA
"93","Chicago, IL","Milwaukee, WI","Silver","47-58","Male","0",2007,"13-25","<-0.75","Business travel","1",0,75,"Business",19,"2/19/14","OO","Northwest Business Airlines Inc.","Wisconsin","Illinois",13,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-88.1005,43.0557,-87.8954,41.8271,NA
"94","San Antonio, TX","Dallas, TX","Blue","57-71","Female","1",2006,"13-25","-0.451 to 0.0588","Personal Travel","1",45,30,"Eco",20,"1/20/14","WN","Cheapseats Airlines Inc.","Texas","Texas",7,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-96.972,32.8127,-98.4754,29.5144,NA
"95","San Francisco, CA","Washington, DC","Blue","25-35","Female","1",2006,"6-12","0.3768+","Personal Travel","1+",0,50,"Eco",10,"2/10/14","VX","Cool&Young Airlines Inc.","Virginia","California",18,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","180+ Minutes","1000.0+ MILES","0",-77.1897,38.8974,-122.1585,37.6712,NA
"96","Kansas City, MO","Orlando, FL","Gold","47-58","Male","1",2011,"26-38","-0.451 to 0.0588","Business travel","0",15,65,"Eco",9,"1/9/14","WN","Cheapseats Airlines Inc.","Florida","Missouri",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-81.4112,28.5844,-94.5949,39.0398,NA
"97","Atlanta, GA","Baton Rouge, LA","Blue","57-71","Female","1",2004,"6-12","<-0.75","Business travel","0",15,85,"Eco",12,"1/12/14","DL","Sigma Airlines Inc.","Louisiana","Georgia",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-91.039,30.4279,-84.3319,33.8241,NA
"98","Minneapolis, MN","Salt Lake City, UT","Blue","36-46","Female","1",2008,"26-38","-0.451 to 0.0588","Business travel","1",60,180,"Business",29,"1/29/14","DL","Sigma Airlines Inc.","Utah","Minnesota",15,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.9295,40.6408,-93.2798,44.9782,NA
"99","Atlanta, GA","Denver, CO","Silver","36-46","Female","1",2003,"<6","0.3768+","Business travel","1+",45,75,"Eco",26,"3/26/14","WN","Cheapseats Airlines Inc.","Colorado","Georgia",16,"20 MINS TO 60 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-104.9551,39.7108,-84.3319,33.8241,NA
"100","Atlanta, GA","Buffalo, NY","Blue","71+","Female","1",2008,"13-25","-0.451 to 0.0588","Personal Travel","0",0,85,"Eco",27,"1/27/14","DL","Sigma Airlines Inc.","New York","Georgia",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-78.8237,42.9249,-84.3319,33.8241,NA
"101","Billings, MT","Salt Lake City, UT","Blue","36-46","Female","1",2011,"13-25","-0.451 to 0.0588","Business travel","1",0,20,"Eco",4,"2/4/14","OO","Northwest Business Airlines Inc.","Utah","Montana",20,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.9295,40.6408,-108.5318,45.7913,NA
"102","Omaha, NE","Chicago, IL","Blue","57-71","Female","2",2011,"<6","<-0.75","Personal Travel","0",0,60,"Eco",20,"3/20/14","EV","FlyFast Airways Inc.","Illinois","Nebraska",8,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-87.8954,41.8271,-96.0346,41.2349,NA
"103","Atlanta, GA","Los Angeles, CA","Blue","57-71","Female","1",2005,"26-38","-0.451 to 0.0588","Personal Travel","0",60,30,"Eco",13,"3/13/14","DL","Sigma Airlines Inc.","California","Georgia",12,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-118.1043,33.9827,-84.3319,33.8241,NA
"104","Orlando, FL","Washington, DC","Blue","36-46","Female","2",2006,"26-38","<-0.75","Business travel","1+",15,65,"Eco",8,"3/8/14","US","Southeast Airlines Co.","Virginia","Florida",15,"20 MINS TO 60 MINS","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-77.1897,38.8974,-81.4112,28.5844,NA
"105","Atlanta, GA","New York, NY","Silver","25-35","Female","1",2010,"26-38","-0.451 to 0.0588","Business travel","0",0,10,"Eco",20,"1/20/14","FL","FlyHere Airways","New York","Georgia",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-73.9702,40.7184,-84.3319,33.8241,NA
"106","Los Angeles, CA","Seattle, WA","Silver","36-46","Female","2",2009,"6-12","<-0.75","Mileage tickets","1+",30,90,"Eco",24,"2/24/14","VX","Cool&Young Airlines Inc.","Washington","California",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-122.2747,47.4684,-118.1043,33.9827,NA
"107","New York, NY","Atlanta, GA","Gold","25-35","Female","1",2006,"13-25","-0.451 to 0.0588","Business travel","1+",0,125,"Eco",15,"2/15/14","DL","Sigma Airlines Inc.","Georgia","New York",8,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-84.3319,33.8241,-73.9702,40.7184,NA
"108","Tampa, FL","Washington, DC","Blue","<24","Male","2",2006,"26-38","-0.451 to 0.0588","Personal Travel","1",0,30,"Eco",18,"3/18/14","US","Southeast Airlines Co.","Virginia","Florida",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-77.1897,38.8974,-82.5132,28.0062,NA
"109","Orlando, FL","Chicago, IL","Platinum","71+","Male","1",2009,"26-38","-0.451 to 0.0588","Personal Travel","0",0,45,"Eco",1,"1/1/14","WN","Cheapseats Airlines Inc.","Illinois","Florida",6,"5 MINS TO 10 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-87.8954,41.8271,-81.4112,28.5844,NA
"110","San Antonio, TX","Dallas, TX","Silver","47-58","Female","1",2004,"6-12","<-0.75","Personal Travel","0",25,205,"Eco",27,"3/27/14","WN","Cheapseats Airlines Inc.","Texas","Texas",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-96.972,32.8127,-98.4754,29.5144,NA
"111","Salt Lake City, UT","Los Angeles, CA","Blue","25-35","Female","2",2003,"38+","-0.451 to 0.0588","Business travel","0",0,0,"Eco",23,"2/23/14","DL","Sigma Airlines Inc.","California","Utah",18,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-118.1043,33.9827,-111.9295,40.6408,NA
"112","Las Vegas, NV","Tucson, AZ","Blue","47-58","Male","1",2010,"26-38","-0.451 to 0.0588","Mileage tickets","0",10,35,"Eco",19,"1/19/14","WN","Cheapseats Airlines Inc.","Arizona","Nevada",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-110.9461,32.2549,-115.1672,36.1349,NA
"113","Rapid City, SD","Denver, CO","Silver","71+","Male","1",2011,"38+","-0.451 to 0.0588","Personal Travel","0",0,115,"Eco",24,"2/24/14","EV","FlyFast Airways Inc.","Colorado","South Dakota",22,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-104.9551,39.7108,-103.2446,44.0837,NA
"114","Albany, GA","Atlanta, GA","Gold","36-46","Male","1",2011,"<6","0.3768+","Business travel","1+",0,30,"Eco",6,"2/6/14","EV","FlyFast Airways Inc.","Georgia","Georgia",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-84.3319,33.8241,-84.1688,31.5911,NA
"115","Atlanta, GA","Key West, FL","Blue","<24","Male","1",2005,"<6","<-0.75","Business travel","1",0,15,"Eco",3,"3/3/14","DL","Sigma Airlines Inc.","Florida","Georgia",14,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-81.7515,24.5696,-84.3319,33.8241,NA
"116","Denver, CO","Phoenix, AZ","Silver","47-58","Male","0",2003,"<6","0.3768+","Business travel","1",0,60,"Eco",17,"2/17/14","WN","Cheapseats Airlines Inc.","Arizona","Colorado",14,"10 MINS TO 20 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.97,33.4941,-104.9551,39.7108,NA
"117","San Luis Obispo, CA","Phoenix, AZ","Silver","57-71","Male","1",2008,"13-25","<-0.75","Business travel","0",0,60,"Eco",30,"1/30/14","OO","Northwest Business Airlines Inc.","Arizona","California",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.97,33.4941,-120.6655,35.2792,NA
"118","Baton Rouge, LA","Houston, TX","Blue","25-35","Female","0",2005,"<6","0.3768+","Personal Travel","1+",20,0,"Eco",19,"2/19/14","EV","FlyFast Airways Inc.","Texas","Louisiana",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-91.039,30.4279,NA
"119","New York, NY","Rochester, NY","Blue","57-71","Female","1",2006,"26-38","-0.451 to 0.0588","Business travel","0",5,35,"Eco",4,"3/4/14","B6","OnlyJets Airlines Inc.","New York","New York",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-77.5682,43.1376,-73.9702,40.7184,NA
"120","Phoenix, AZ","Las Vegas, NV","Silver","47-58","Male","1",2012,"13-25","<-0.75","Business travel","0",70,90,"Eco",27,"1/27/14","US","Southeast Airlines Co.","Nevada","Arizona",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-115.1672,36.1349,-111.97,33.4941,NA
"121","Tampa, FL","Washington, DC","Blue","47-58","Female","2",2012,"38+","-0.451 to 0.0588","Personal Travel","0",0,60,"Eco",28,"2/28/14","US","Southeast Airlines Co.","Virginia","Florida",11,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-77.1897,38.8974,-82.5132,28.0062,NA
"122","Detroit, MI","Charlotte, NC","Blue","36-46","Female","1",2006,"13-25","-0.451 to 0.0588","Business travel","1",45,30,"Eco",11,"3/11/14","EV","FlyFast Airways Inc.","North Carolina","Michigan",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-80.8158,35.2497,-83.2276,42.49,NA
"123","Yuma, AZ","Phoenix, AZ","Blue","71+","Female","1",2010,"13-25","<-0.75","Personal Travel","0",0,2,"Eco",24,"3/24/14","OO","Northwest Business Airlines Inc.","Arizona","Arizona",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-114.5683,32.6772,NA
"124","Huntsville, AL","Atlanta, GA","Silver","47-58","Female","0",2006,"6-12","0.059 to 0.3768","Business travel","0",37,30,"Eco",31,"3/31/14","DL","Sigma Airlines Inc.","Georgia","Alabama",22,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-84.3319,33.8241,-86.6378,34.7414,NA
"125","Washington, DC","Phoenix, AZ","Blue","<24","Female","1",2005,"13-25","<-0.75","Personal Travel","1+",0,120,"Eco",24,"1/24/14","OU","Oursin Airlines Inc.","Arizona","Virginia",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-111.97,33.4941,-77.1897,38.8974,NA
"126","Las Vegas, NV","Houston, TX","Blue","57-71","Female","2",2011,"26-38","-0.451 to 0.0588","Personal Travel","0",0,105,"Eco",1,"2/1/14","WN","Cheapseats Airlines Inc.","Texas","Nevada",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-95.3935,29.7843,-115.1672,36.1349,NA
"127","Atlanta, GA","Chicago, IL","Silver","47-58","Male","1",2008,"38+","-0.451 to 0.0588","Business travel","0",0,30,"Eco Plus",28,"3/28/14","FL","FlyHere Airways","Illinois","Georgia",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-87.8954,41.8271,-84.3319,33.8241,NA
"128","Kansas City, MO","Orlando, FL","Blue","<24","Male","1",2003,"26-38","-0.451 to 0.0588","Personal Travel","1+",0,65,"Eco",21,"3/21/14","WN","Cheapseats Airlines Inc.","Florida","Missouri",18,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-81.4112,28.5844,-94.5949,39.0398,NA
"129","Phoenix, AZ","Grand Junction, CO","Blue","36-46","Male","2",2010,"6-12","-0.451 to 0.0588","Personal Travel","1",0,120,"Eco",17,"3/17/14","OO","Northwest Business Airlines Inc.","Colorado","Arizona",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-108.5675,39.0891,-111.97,33.4941,NA
"130","New York, NY","Boston, MA","Platinum","36-46","Male","1",2007,"38+","<-0.75","Business travel","1+",60,120,"Eco",3,"2/3/14","US","Southeast Airlines Co.","Massachusetts","New York",9,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","LESS THAN 400 MILES","1",-71.1407,42.3731,-73.9702,40.7184,NA
"131","Richmond, VA","Atlanta, GA","Gold","47-58","Female","1",2006,"13-25","-0.451 to 0.0588","Business travel","0",20,80,"Eco",10,"1/10/14","DL","Sigma Airlines Inc.","Georgia","Virginia",12,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-77.488,37.4779,NA
"132","Washington, DC","Houston, TX","Blue","57-71","Female","1",2008,"13-25","-0.451 to 0.0588","Personal Travel","0",30,155,"Eco Plus",27,"2/27/14","OU","Oursin Airlines Inc.","Texas","Virginia",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-95.3935,29.7843,-77.1897,38.8974,NA
"133","Houston, TX","Las Vegas, NV","Blue","57-71","Female","2",2010,"13-25","-0.451 to 0.0588","Personal Travel","0",30,10,"Eco",19,"1/19/14","OU","Oursin Airlines Inc.","Nevada","Texas",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-115.1672,36.1349,-95.3935,29.7843,NA
"134","New Orleans, LA","Tampa, FL","Blue","25-35","Male","1",2005,"<6","0.3768+","Business travel","1+",0,20,"Business",13,"2/13/14","WN","Cheapseats Airlines Inc.","Florida","Louisiana",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-82.5132,28.0062,-90.1437,29.9547,NA
"135","Orlando, FL","Miami, FL","Silver","25-35","Female","1",2007,"6-12","0.3768+","Personal Travel","1",10,65,"Eco",24,"2/24/14","AA","Paul Smith Airlines Inc.","Florida","Florida",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-80.2314,26.1756,-81.4112,28.5844,NA
"136","Albuquerque, NM","Phoenix, AZ","Blue","<24","Male","2",2009,"26-38","-0.451 to 0.0588","Personal Travel","1+",0,15,"Eco",15,"2/15/14","OO","Northwest Business Airlines Inc.","Arizona","New Mexico",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-106.6281,35.1434,NA
"137","Salt Lake City, UT","Billings, MT","Blue","25-35","Female","3",2009,"13-25","0.059 to 0.3768","Mileage tickets","1",0,15,"Eco",24,"1/24/14","OO","Northwest Business Airlines Inc.","Montana","Utah",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-108.5318,45.7913,-111.9295,40.6408,NA
"138","Denver, CO","Tulsa, OK","Gold","36-46","Female","1",2011,"6-12","0.059 to 0.3768","Personal Travel","1",80,100,"Eco",25,"3/25/14","WN","Cheapseats Airlines Inc.","Oklahoma","Colorado",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-95.9013,36.1054,-104.9551,39.7108,NA
