"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"121","Southeast Airlines Co.","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"122","FlyFast Airways Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"123","Northwest Business Airlines Inc.","71+","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"124","Sigma Airlines Inc.","47-58","Female","Silver","0","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"125","Oursin Airlines Inc.","<24","Female","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"126","Cheapseats Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"127","FlyHere Airways","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"128","Cheapseats Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"129","Northwest Business Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"130","Southeast Airlines Co.","36-46","Male","Platinum","1","<-0.75","Business travel","1+","Eco","38+","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"131","Sigma Airlines Inc.","47-58","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"132","Oursin Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"133","Oursin Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"134","Cheapseats Airlines Inc.","25-35","Male","Blue","1","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"135","Paul Smith Airlines Inc.","25-35","Female","Silver","1","0.3768+","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"136","Northwest Business Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"137","Northwest Business Airlines Inc.","25-35","Female","Blue","3","0.059 to 0.3768","Mileage tickets","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"138","Cheapseats Airlines Inc.","36-46","Female","Gold","1","0.059 to 0.3768","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"139","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.3768+","Personal Travel","1","Eco Plus","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"140","Oursin Airlines Inc.","25-35","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"141","Northwest Business Airlines Inc.","<24","Male","Blue","2","<-0.75","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"142","Cheapseats Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"143","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"144","FlyHere Airways","57-71","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"145","OnlyJets Airlines Inc.","71+","Male","Silver","2","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"146","Sigma Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"147","Sigma Airlines Inc.","57-71","Male","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"148","Northwest Business Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"149","Cheapseats Airlines Inc.","71+","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"150","FlyFast Airways Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"151","OnlyJets Airlines Inc.","36-46","Female","Platinum","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"152","Paul Smith Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"153","Sigma Airlines Inc.","36-46","Female","Silver","1","<-0.75","Personal Travel","1+","Eco","26-38","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"154","Southeast Airlines Co.","25-35","Female","Gold","2","0.059 to 0.3768","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"155","Paul Smith Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"156","FlyFast Airways Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"157","Southeast Airlines Co.","25-35","Female","Silver","2","0.3768+","Mileage tickets","1+","Eco","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"158","Southeast Airlines Co.","36-46","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"159","Oursin Airlines Inc.","47-58","Female","Blue","3","<-0.75","Business travel","0","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"160","Southeast Airlines Co.","36-46","Female","Blue","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"161","Northwest Business Airlines Inc.","36-46","Female","Silver","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"162","Paul Smith Airlines Inc.","47-58","Male","Gold","2","<-0.75","Business travel","1","Business","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"163","FlyFast Airways Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco Plus","38+","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"164","Oursin Airlines Inc.","71+","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"165","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","1"
"166","Sigma Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"167","Northwest Business Airlines Inc.","57-71","Female","Silver","1","<-0.75","Mileage tickets","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"168","OnlyJets Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"169","Southeast Airlines Co.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"170","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"171","Sigma Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","1"
"172","Sigma Airlines Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"173","Northwest Business Airlines Inc.","36-46","Male","Silver","1","<-0.75","Personal Travel","0","Eco","13-25","20 MINS TO 60 MINS","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"174","Cheapseats Airlines Inc.","47-58","Male","Gold","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"175","Northwest Business Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"176","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"177","Sigma Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"178","FlyFast Airways Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"179","FlyFast Airways Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"180","Oursin Airlines Inc.","<24","Male","Blue","2","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"181","Sigma Airlines Inc.","<24","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"182","Cheapseats Airlines Inc.","71+","Female","Blue","2","<-0.75","Personal Travel","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"183","OnlyJets Airlines Inc.","36-46","Male","Platinum","1","<-0.75","Business travel","1+","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"184","FlyToSun Airlines Inc.","25-35","Female","Silver","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"185","EnjoyFlying Air Services","47-58","Female","Silver","1","0.3768+","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"186","Sigma Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"187","Cheapseats Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"188","FlyHere Airways","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"189","Sigma Airlines Inc.","<24","Male","Blue","1","0.3768+","Personal Travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"190","Cheapseats Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"191","Southeast Airlines Co.","36-46","Male","Silver","1","-0.451 to 0.0588","Mileage tickets","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"192","Cool&Young Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"193","Northwest Business Airlines Inc.","36-46","Male","Silver","0","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"194","Southeast Airlines Co.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"195","Paul Smith Airlines Inc.","36-46","Male","Platinum","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"196","EnjoyFlying Air Services","<24","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"197","FlyFast Airways Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"198","West Airways Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"199","Southeast Airlines Co.","36-46","Male","Gold","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"200","Cheapseats Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"201","Cheapseats Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","1"
"202","Northwest Business Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","38+","20 MINS TO 60 MINS","180+ Minutes","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"203","OnlyJets Airlines Inc.","25-35","Male","Silver","1","<-0.75","Business travel","1+","Eco","38+","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"204","Sigma Airlines Inc.","36-46","Female","Blue","2","0.3768+","Personal Travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"205","Cheapseats Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"206","Cheapseats Airlines Inc.","25-35","Male","Platinum","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"207","Paul Smith Airlines Inc.","57-71","Male","Blue","2","<-0.75","Mileage tickets","0","Eco","13-25","10 MINS TO 20 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"208","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco Plus","6-12","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"209","FlyFast Airways Inc.","25-35","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"210","GoingNorth Airlines Inc.","36-46","Female","Blue","2","0.3768+","Business travel","0","Eco","<6","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"211","Southeast Airlines Co.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco Plus","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"212","Cheapseats Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"213","Northwest Business Airlines Inc.","47-58","Male","Blue","1","0.3768+","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"214","Cheapseats Airlines Inc.","36-46","Female","Blue","3","0.3768+","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"215","Cheapseats Airlines Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"216","OnlyJets Airlines Inc.","36-46","Female","Silver","1","0.3768+","Personal Travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"217","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"218","FlyToSun Airlines Inc.","47-58","Female","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"219","FlyToSun Airlines Inc.","71+","Male","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"220","Northwest Business Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"221","Sigma Airlines Inc.","36-46","Female","Silver","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"222","Northwest Business Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"223","OnlyJets Airlines Inc.","36-46","Female","Blue","2","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
